"DownloadSpeed","UploadSpeed","PacketLoss","ISP","ExternalIPSum","UsedServer","Jitter","Latency","Timestamp"
"55.6731","18.5303","0","BT","561","speed.custdc.net","0","7","12/06/2020 00:12:20"
"54.7874","18.3779","0","BT","","speedtestmera.vs.mythic-beasts.com","0","7","12/06/2020 00:17:49"
"54.8382","18.2438","0","BT","","speedtestmera.vs.mythic-beasts.com","0","7","12/06/2020 00:42:10"
"55.0517","18.267","0","BT","","speedtestmera.vs.mythic-beasts.com","0","6","12/06/2020 00:58:41"
"55.172","18.2624","0","BT","","speedtestmera.vs.mythic-beasts.com","0","6","12/06/2020 01:12:22"
"55.6284","18.6223","0","BT","","speedtestmera.vs.mythic-beasts.com","0","7","12/06/2020 01:18:48"
"54.7486","18.1977","0","BT","","speedtestmera.vs.mythic-beasts.com","0","6","12/06/2020 01:32:10"
"54.9477","18.2179","0","BT","","speedtestmera.vs.mythic-beasts.com","0","6","12/06/2020 01:53:58"
"54.8723","18.1834","0","BT","","speedtestmera.vs.mythic-beasts.com","0","7","12/06/2020 02:13:03"
"55.5455","18.2147","0","BT","","speedtestmera.vs.mythic-beasts.com","0","6","12/06/2020 02:19:32"
"54.9195","18.576","0","BT","","speedtestmera.vs.mythic-beasts.com","0","6","12/06/2020 02:37:19"
"54.6828","18.2394","0","BT","","speedtestmera.vs.mythic-beasts.com","0","7","12/06/2020 02:58:26"
"55.8031","18.5307","0","BT","561","speed.custdc.net","0","7","12/06/2020 03:08:56"
"55.0644","18.2249","0","BT","","speedtestmera.vs.mythic-beasts.com","0","7","12/06/2020 03:19:01"
"55.5515","18.4479","0","BT","","speedtestmera.vs.mythic-beasts.com","0","6","12/06/2020 03:40:43"
"54.9915","18.6712","0","BT","","speedtestmera.vs.mythic-beasts.com","0","6","12/06/2020 03:57:55"
"55.8211","18.5149","0","BT","561","speed.custdc.net","0","6","12/06/2020 04:13:47"
"55.0066","18.2234","0","BT","","speedtestmera.vs.mythic-beasts.com","0","7","12/06/2020 04:28:43"
