"DownloadSpeed","UploadSpeed","PacketLoss","ISP","ExternalIPSum","UsedServer","Jitter","Latency","Timestamp"
"384.1141","36.5026","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/18/2020 00:11:21"
"382.5905","35.1768","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","3","15","12/18/2020 00:20:17"
"383.7569","36.677","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/18/2020 00:35:59"
"384.3635","36.4975","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/18/2020 00:46:38"
"384.7602","36.5962","0","Virgin Media","306","speed.custdc.net","3","14","12/18/2020 01:07:44"
"382.7246","36.5627","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","3","15","12/18/2020 01:27:12"
"384.6263","36.6236","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","14","12/18/2020 01:44:27"
"384.8504","36.4403","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","3","15","12/18/2020 01:53:27"
"384.6252","36.5925","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","15","12/18/2020 02:07:32"
"383.1311","36.5499","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/18/2020 02:21:29"
"382.5407","36.7546","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","4","16","12/18/2020 02:43:17"
"384.2106","36.5753","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/18/2020 02:48:40"
"382.8519","36.5292","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/18/2020 03:01:40"
"381.4399","36.5732","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","3","16","12/18/2020 03:15:38"
"383.3872","36.5149","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","14","12/18/2020 03:39:56"
"383.2965","36.3931","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","16","12/18/2020 03:53:35"
"382.3555","36.5995","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/18/2020 04:09:41"
"384.2407","36.5756","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","13","15","12/18/2020 04:26:23"
"380.3991","36.6322","0","Virgin Media","306","basl-speedtest-1.server.virginmedia.net","2","16","12/18/2020 04:31:38"
"382.3564","36.5534","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/18/2020 04:53:00"
"383.7706","36.7081","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/18/2020 05:00:26"
"383.2702","36.6288","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","16","12/18/2020 05:16:07"
"383.2562","36.5864","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","15","12/18/2020 05:32:15"
"383.7012","36.5871","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","3","15","12/18/2020 05:50:58"
"369.6979","36.5801","0","Virgin Media","306","basl-speedtest-1.server.virginmedia.net","3","17","12/18/2020 06:04:53"
"383.6097","36.6715","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","16","12/18/2020 06:25:46"
"385.2033","36.5931","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","4","14","12/18/2020 06:44:15"
"383.0977","36.5491","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","14","12/18/2020 06:55:41"
"385.2464","36.6036","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/18/2020 07:01:59"
"385.1869","36.6298","0","Virgin Media","306","speed.custdc.net","1","15","12/18/2020 07:22:30"
"383.0499","36.6094","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","5","15","12/18/2020 07:35:36"
"381.7511","36.625","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","4","16","12/18/2020 07:46:04"
"385.0995","36.5615","0","Virgin Media","306","speed.custdc.net","2","16","12/18/2020 08:11:51"
"382.1386","36.5959","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","15","12/18/2020 08:23:34"
"20.4182","33.411","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","4","32","12/18/2020 08:36:38"
"383.8321","36.5692","0","Virgin Media","306","basl-speedtest-1.server.virginmedia.net","1","17","12/18/2020 08:55:26"
"379.8202","36.0377","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","16","12/18/2020 09:12:47"
"378.5772","35.8626","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","16","12/18/2020 09:17:51"
"378.7086","36.4587","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","3","16","12/18/2020 09:35:37"
"384.2772","35.277","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","5","15","12/18/2020 09:48:30"
"383.7463","36.6073","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","7","16","12/18/2020 10:07:00"
"384.4269","36.5359","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","14","12/18/2020 10:16:15"
"382.8636","36.5255","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","3","16","12/18/2020 10:37:26"
"384.6142","36.5752","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","3","15","12/18/2020 10:54:12"
"381.9096","36.6103","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","16","12/18/2020 11:13:02"
"383.5792","36.6045","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","15","12/18/2020 11:21:45"
"383.8092","36.3778","0","Virgin Media","306","speed.custdc.net","5","16","12/18/2020 11:35:34"
"383.2308","36.5456","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","5","17","12/18/2020 11:55:30"
"383.7711","36.5803","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","15","12/18/2020 12:03:54"
"383.3404","36.6119","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/18/2020 12:24:36"
"384.2963","36.5451","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","14","12/18/2020 12:39:03"
"385.5011","36.569","0","Virgin Media","306","speed.custdc.net","1","16","12/18/2020 12:45:56"
"384.2895","36.5051","0","Virgin Media","306","speed.custdc.net","3","16","12/18/2020 13:03:54"
"384.4372","35.419","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/18/2020 13:27:07"
"384.3618","36.5989","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","6","15","12/18/2020 13:43:59"
"382.8557","36.5856","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","6","12","12/18/2020 13:50:54"
"383.9288","35.7408","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","16","12/18/2020 14:12:29"
"381.5938","36.5186","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/18/2020 14:20:14"
"383.0106","36.6015","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","6","16","12/18/2020 14:43:24"
"385.1988","36.5779","0","Virgin Media","306","speed.custdc.net","2","16","12/18/2020 14:53:09"
