"DownloadSpeed","UploadSpeed","PacketLoss","ISP","ExternalIPSum","UsedServer","Jitter","Latency","Timestamp"
"381.8709","36.6417","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","4","15","12/20/2020 00:08:20"
"384.0716","36.5684","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","15","12/20/2020 00:20:48"
"383.5854","36.5267","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","9","14","12/20/2020 00:32:38"
"384.2416","36.6041","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","15","12/20/2020 00:46:31"
"383.2242","36.6051","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","15","12/20/2020 01:09:36"
"383.6002","36.5288","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/20/2020 01:21:39"
"382.9613","36.5544","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/20/2020 01:43:45"
"384.7949","36.5855","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/20/2020 01:59:28"
"384.4341","36.5202","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","14","12/20/2020 02:05:18"
"382.5168","36.6687","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","15","12/20/2020 02:18:16"
"385.1866","36.6072","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","3","15","12/20/2020 02:38:00"
"382.6058","36.5797","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/20/2020 02:49:57"
"385.4449","36.5466","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","4","14","12/20/2020 03:09:48"
"385.0499","36.5165","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","16","12/20/2020 03:26:47"
"383.6197","36.6343","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","5","16","12/20/2020 03:42:27"
"384.1387","36.5648","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","16","12/20/2020 03:47:37"
"383.9442","36.6891","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","3","16","12/20/2020 04:10:58"
"382.8304","36.6379","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","16","12/20/2020 04:22:51"
"384.5227","36.6588","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","14","12/20/2020 04:37:10"
"384.6146","36.5846","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/20/2020 04:46:55"
"384.7286","36.577","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","4","16","12/20/2020 05:03:50"
"384.5154","36.6","0","Virgin Media","306","speed.custdc.net","4","15","12/20/2020 05:21:23"
"383.7122","36.6093","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","16","12/20/2020 05:37:11"
"384.1452","36.6335","0","Virgin Media","306","speed.custdc.net","0","16","12/20/2020 05:48:18"
"384.9905","36.5442","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","5","16","12/20/2020 06:08:02"
"383.6179","36.5981","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/20/2020 06:29:27"
"383.6872","36.594","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","16","12/20/2020 06:41:47"
"384.4346","36.5216","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","3","16","12/20/2020 06:46:08"
"384.7753","36.6468","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","16","12/20/2020 07:00:32"
"384.6957","36.6293","0","Virgin Media","306","speed.custdc.net","3","15","12/20/2020 07:20:09"
"384.8495","36.608","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","14","12/20/2020 07:39:27"
"384.7562","36.5583","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","5","14","12/20/2020 07:50:09"
"384.543","36.6402","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","16","12/20/2020 08:11:31"
"383.7558","36.606","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","3","15","12/20/2020 08:22:55"
"382.4525","36.6055","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/20/2020 08:30:49"
